cust_id,SV_withdrawal_avg_normalized,SV_deposit_avg_normalized,CK_withdrawal_avg_normalized,CK_deposit_avg_normalized,CC_avg_transaction_normalized,CC_avg_payment_normalized,CC_avg_cash_advance_normalized,SV_avg_bal_normalized,CK_avg_bal_normalized,CC_avg_bal_normalized,SV_small_withdrawal_counts_normalized,SV_large_withdrawal_counts_normalized,SV_deposit_counts_normalized,CK_small_withdrawal_count_normalized,CK_large_withdrawal_count_normalized,CK_deposit_count_normalized,CC_small_transaction_count_normalized,CC_large_transaction_count_normalized,CC_payment_count_normalized,CC_cash_advance_count_normalized
1362480,0.38870792616720956,0.2546333601933924,0.26461538461538464,0.24327018943170486,0.2983751846381093,0.049570692615912994,1.0,0.055542323631686756,0.012224222380374261,0.16287579823491427,0.0,0.21052631578947367,0.30000000000000004,0.41379310344827586,0.4915254237288136,0.6086956521739131,0.0,0.13636363636363635,1.0,0.018518518518518517
1362484,0.27904451682953313,0.13940370668815472,0.14,0.09970089730807577,0.17134416543574596,0.052318259874069836,0.7000000000000001,0.04739675129805174,0.026876543726713276,0.01973164956590371,0.1,0.15789473684210525,0.8500000000000001,0.7586206896551724,0.576271186440678,0.5652173913043478,0.43478260869565216,0.2545454545454545,1.0,0.018518518518518517
1362485,0.0,0.0,0.18461538461538463,0.15653040877367896,0.17429837518463812,0.05655409273039496,0.5700000000000001,0.0,0.015029095323816301,0.04965200545311042,0.0,0.0,0.0,0.5172413793103449,0.4745762711864407,0.6956521739130435,0.43478260869565216,0.36363636363636365,1.0,0.12962962962962962
1362486,0.09337676438653637,0.12087026591458501,0.1723076923076923,0.007976071784646061,0.0,0.0,0.0,0.006621254703948936,0.15376564658600914,0.0,0.30000000000000004,0.3157894736842105,0.2,0.13793103448275862,0.0847457627118644,0.043478260869565216,0.0,0.0,0.0,0.0
1362487,0.11834961997828448,0.0950846091861402,0.16923076923076924,0.22482552342971085,0.16986706056129985,0.04636519748139668,0.835,0.016910398704330015,0.08272281994390254,0.05689890220276961,0.2,0.2631578947368421,0.05,0.10344827586206896,0.288135593220339,0.08695652173913043,0.2608695652173913,0.15454545454545454,0.3333333333333333,0.05555555555555555
1362488,0.0,0.0,0.1646153846153846,0.05982053838484546,0.0,0.0,0.0,0.0,0.07384769958554863,0.0,0.0,0.0,0.0,0.4482758620689655,0.6101694915254238,0.43478260869565216,0.0,0.0,0.0,0.0
1362489,0.3431053203040174,0.2328767123287671,0.27076923076923076,0.23180458624127614,0.3737075332348597,0.09914138523182599,0.0,0.021721526223026724,0.012475405032025788,0.17457128506852265,0.0,0.21052631578947367,0.15000000000000002,0.3793103448275862,0.4576271186440678,0.5652173913043478,0.13043478260869565,0.1909090909090909,0.75,0.0
1362492,0.0,0.0,0.40615384615384614,0.28614157527417744,0.25258493353028066,0.06685746994848311,1.0,0.0,0.08318332147193033,0.09959101671808854,0.0,0.0,0.0,0.27586206896551724,0.7457627118644068,0.6956521739130435,0.17391304347826086,0.18181818181818182,0.3333333333333333,0.018518518518518517
1362496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011861096555994856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362497,0.10206297502714441,0.0846091861402095,0.0,0.0,0.0,0.0,0.0,0.00771685800028581,0.0,0.0,0.8,0.3684210526315789,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362498,0.0,0.0,0.12615384615384614,0.14307078763708872,0.0,0.0,0.0,0.1091792502262659,0.006698204044040691,0.0,0.0,0.0,0.0,0.3103448275862069,0.2033898305084746,0.2608695652173913,0.0,0.0,0.0,0.0
1362499,0.0,0.0,0.0,0.0,0.2171344165435746,0.021064682312535776,0.0,0.0,0.0,0.1274305804692545,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826086,0.13636363636363635,1.0,0.0
1362500,0.0,0.0,0.3830769230769231,0.7043868394815552,0.0,0.0,0.0,0.015910065259848522,0.04634319922970653,0.0,0.0,0.0,0.0,0.034482758620689655,0.13559322033898305,0.08695652173913043,0.0,0.0,0.0,0.0
1362501,0.0,0.0,0.24461538461538462,0.2377866400797607,0.0,0.03194046937607327,0.0,0.0,0.01879683509858919,0.04836047929970582,0.0,0.0,0.0,0.3793103448275862,0.3559322033898305,0.43478260869565216,0.0,0.0,1.0,0.0
1362502,0.10314875135722042,0.1200644641418211,0.0,0.0,0.0,0.0,0.0,0.03424951174200924,0.0,0.0,0.1,0.10526315789473684,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362503,0.0,0.0,0.18,0.10219341974077766,0.0,0.0,0.0,0.0,0.056892870599070625,0.0,0.0,0.0,0.0,0.3103448275862069,0.4406779661016949,0.5217391304347826,0.0,0.0,0.0,0.0
1362505,0.14332247557003258,0.0983078162771958,0.11538461538461539,0.11565304087736789,0.0,0.0,0.0,0.03777449626065832,0.00736802444844476,0.0,0.2,0.47368421052631576,0.55,0.6206896551724138,0.3389830508474576,0.5217391304347826,0.0,0.0,0.0,0.0
1362506,0.0,0.0,0.0,0.0,0.7252584933530282,0.11471093302804808,1.0,0.0,0.0,0.0749802683504341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.5,0.037037037037037035
1362507,0.0,0.0,0.12923076923076923,0.15453639082751744,0.0,0.0,0.0,0.0,0.018043287143634613,0.0,0.0,0.0,0.0,0.5172413793103449,0.4067796610169492,0.5652173913043478,0.0,0.0,0.0,0.0
1362508,0.12920738327904452,0.145044319097502,0.2076923076923077,0.10867397806580259,0.19202363367799116,0.0839152833428735,0.41500000000000004,0.011575287000428714,0.01879683509858919,0.07706106048647485,0.4,0.3684210526315789,0.4,0.5517241379310345,0.4576271186440678,0.6521739130434783,0.5652173913043478,0.4727272727272727,1.0,0.1111111111111111
1362509,0.2214983713355049,0.1224818694601128,0.12615384615384614,0.10169491525423728,0.15952732644017725,0.1685174585002862,0.46,0.03434478159386462,0.008833256583078663,0.11243452679916768,0.30000000000000004,0.5789473684210527,1.0,0.48275862068965514,0.3898305084745763,0.6086956521739131,0.7826086956521738,0.4636363636363636,0.5,0.09259259259259259
1362510,0.0,0.0,0.18307692307692308,0.09122632103688932,0.0,0.0,0.0,0.0,0.028509230962448194,0.0,0.0,0.0,0.0,0.3448275862068966,0.576271186440678,0.6521739130434783,0.0,0.0,0.0,0.0
1362511,0.13137893593919653,0.1635777598710717,0.13692307692307693,0.13359920239282153,0.1536189069423929,0.061247853463079566,0.45,0.02396036774162816,0.006781931594591201,0.03171414221137978,0.30000000000000004,0.5263157894736842,0.5,0.5862068965517241,0.3559322033898305,0.5217391304347826,0.3913043478260869,0.24545454545454545,0.5,0.07407407407407407
1362512,0.13897937024972856,0.1410153102336825,0.2076923076923077,0.10867397806580259,0.276218611521418,0.008700629650829994,0.6,0.026151574334301913,0.0765269812031649,0.07921360407548253,0.1,0.15789473684210525,0.45,0.20689655172413793,0.6271186440677966,0.8695652173913043,0.043478260869565216,0.08181818181818182,1.0,0.037037037037037035
1362513,0.1476655808903366,0.1410153102336825,0.17692307692307693,0.15702891326021934,0.0,0.0,0.0,0.011051302815224123,0.022522711098086824,0.0,0.2,0.3157894736842105,0.30000000000000004,0.10344827586206896,0.1694915254237288,0.2608695652173913,0.0,0.0,0.0,0.0
1362516,0.0,0.0,0.34,0.13758723828514455,0.25849335302806503,0.04258729250143103,0.0,0.0,0.15100263741784234,0.03795651861950205,0.0,0.0,0.0,0.0,0.0847457627118644,0.08695652173913043,0.17391304347826086,0.20909090909090908,1.0,0.0
1362520,0.0,0.0,0.3230769230769231,0.3035892323030907,0.465288035450517,0.09616485403548941,0.8250000000000001,0.0,0.026750952400887512,0.14694697567625745,0.0,0.0,0.0,0.27586206896551724,0.4745762711864407,0.5217391304347826,0.043478260869565216,0.20909090909090908,1.0,0.07407407407407407
1362523,0.08469055374592835,0.06607574536663981,0.0,0.0,0.0,0.0,0.0,0.013194874481970181,0.0,0.0,0.30000000000000004,0.21052631578947367,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362524,0.059717698154180245,0.14665592264302982,0.0,0.0,0.0,0.0,0.0,0.010670223407802602,0.0,0.0,0.4,0.21052631578947367,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
